no,link,Game,Track title,Franchise,Year,Platform,Company,number of tags,tag meter,tag tonality,arpeggiated,tag reverb,tag drums,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag 16,tag 17,tag 18,tag 19,tag 20,tag 21,tag 22,tag 23,tag 24,tag 25,tag 26,tag 27,tag 28,tag 29,tag 30
83,link,Super Street Fighter IV,"""Theme of Zangief""",Street Fighter,2010,multiplatform:multiplatform,Capcom,11,4,aeolian:minorish,--,high reverb,funk,horn_section:brass,saxophone:woodwinds,trombone:brass,electric_bass:bass,electric_organ,drumset:drums,,,,,,,,,,,,,,,,,,,,,,,,
84,link,Mega Man X,"""Chill Penguin Stage""",Mega Man,1993,SNES:Nintendo,Capcom,9,4,aeolian:minorish,arpeggiated,high reverb,rock,brass:brass,drumset:drums,electric_bass:bass,glockenflute,,,,,,,,,,,,,,,,,,,,,,,,,,
85,link,Mega Man X2,"""Crystal Snail Stage""",Mega Man,1994,SNES:Nintendo,Capcom,10,3,dorian:minorish,--,high reverb,rock,electric_guitar,electric_bass:bass,vibraphone:metallic_percussion,strings,drumset:drums,,,,,,,,,,,,,,,,,,,,,,,,,
86,link,Mega Man X3,"""Blizzard Buffalo Stage""",Mega Man,1995,multiplatform:multiplatform,Capcom,9,6,minor:minorish,--,high reverb,train,detuned,synth_pad:synth,brass:brass,electric_organ,,,,,,,,,,,,,,,,,,,,,,,,,,
87,link,Mega Man X4,"""Frost Walrus Stage 2""",Mega Man,1997,multiplatform:multiplatform,Capcom,13,4,aeolian:minorish,--,high reverb,rock,electric_piano,acoustic guitar:plucked_strings,crotales:metallic_percussion,treble_vocals:vocals,drumset:drums,electric_bass:bass,wind_chimes:metallic_percussion,sweeps,,,,,,,,,,,,,,,,,,,,,,
88,link,Mega Man Zero 3,"""Trail on Powdery Snow""",Mega Man,2004,Nintendo GameBoy Advance:Nintendo,Capcom,11,4,aeolian:minorish,arpeggiated,high reverb,rock,treble_vocals:vocals,electric_guitar,drumset:drums,piano,train,synth_lead:synth,,,,,,,,,,,,,,,,,,,,,,,,
89,link,Mega Man ZX,"""Wonder Panorama""",Mega Man,2006,Nintendo DS:Nintendo,Capcom,13,4,major:majorish,arpeggiated,high reverb,EDM,treble_vocals:vocals,drumset:drums,electric_bass:bass,chimes:metallic_percussion,glockenspiel:metallic_percussion,,treble_vocals:vocals,whistle_tone,electric_piano,,,,,,,,,,,,,,,,,,,,,
90,link,Castle Crashers,"""Winter Bliss""",n/a,2008,Xbox 360:Microsoft,The Behemoth,12,4,aeolian:minorish,arpeggiated,high reverb,EDM,synth_pad:synth,four_on_the_floor,synth_bass:bass,synth_lead:synth,sweeps,strings,drumset:drums,,,,,,,,,,,,,,,,,,,,,,,
91,link,Persona 3 FES,"""The Snow Queen""",Persona,2008,PlayStation 2:Sony,Atlus,11,4,aeolian:minorish,arpeggiated,high reverb,EDM,synth_bass:bass,electric_piano,piano,synth_pad:synth,electric_guitar,synth_arp:synth,,,,,,,,,,,,,,,,,,,,,,,,
92,link,Mushihimesama Futari,"""Sea of Frozen Crystals""",Mushihimesama,2006,arcade:other,Cave,10,4,major:majorish,--,high reverb,EDM,synth_lead:synth,drumset:drums,glockenspiel:metallic_percussion,detuned,synth_pad:synth,,,,,,,,,,,,,,,,,,,,,,,,,
93,link,Scott Pilgrim Vs. The World: The Game,"""Another Winter""",n/a,2010,multiplatform:multiplatform,Ubisoft,9,4,major:majorish,--,high reverb,rock,electric_guitar,synth_lead:synth,square_wave:synth,drumset:drums,,,,,,,,,,,,,,,,,,,,,,,,,,
94,link,Revelations: Persona,"""Ice Castle""",Persona,1996,PlayStation:Sony,Atlus,12,4,minor:minorish,--,high reverb,rock,treble_vocals:vocals,piano,electric_guitar,drumset:drums,marimba,handclaps:drums,sleigh_bells:metallic_percussion,,,,,,,,,,,,,,,,,,,,,,,
95,link,Sonic Unleashed,"""Cool Edge (Day)""",Sonic,2008,multiplatform:multiplatform,Sonic Team,10,4,major:majorish,--,high reverb,rock,electric_guitar,breakbeat,electric_bass:bass,synth_pad:synth,sweeps,,,,,,,,,,,,,,,,,,,,,,,,,
96,link,Gurumin,"""Jun Jun Jungle Gym""",n/a,2004,computer:computer,Falcom,14,4,aeolian:minorish,--,high reverb,breakbeat,electric_guitar,flute:woodwinds,gamelan:metallic_percussion,detuned,drumset:drums,electric_bass:bass,whistle,agogo_bells:metallic_percussion,electric_organ,,,,,,,,,,,,,,,,,,,,,
97,link,Diddy Kong Racing,"""Frosty Village""",Donkey Kong,1997,Nintendo 64:Nintendo,Rare,15,4,major:majorish,--,low reverb,boogie-woogie,,flute:woodwinds,electric_guitar,electric_organ,saxophone:woodwinds,piano,chimes:metallic_percussion,other_vocals:vocals,Christmas,glockenflute,piccolo:woodwinds,,,,,,,,,,,,,,,,,,,
98,link,Mario Kart 8,"""Mount Wario""",Mario,2014,Nintendo Wii U:Nintendo,Nintendo,11,4,major:majorish,--,low reverb,rock,violin,drumset:drums,trumpet:brass,saxophone:woodwinds,jazz_orchestra,electric_guitar,,,,,,,,,,,,,,,,,,,,,,,,
99,link,Mario Kart 7,"""Rosalina's Ice World""",Mario,2011,Nintendo 3DS:Nintendo,Nintendo,10,4,major:majorish,,high reverb,pianochimes:metallic_percussion,organ,strings,sweeps,sleigh_bells:metallic_percussion,handclaps:drums,,,,,,,,,,,,,,,,,,,,,,,
100,link,Pokémon Mystery Dungeon: Gates to Infinity,"""Glacier Palace (Great Spire)""",Pokémon,2012,Nintendo 3DS:Nintendo,Chunsoft,18,4,dorian:minorish,--,high reverb,train,orchestra,flute:woodwinds,harp:plucked_strings,strings,other_vocals:vocals,horn:brass,timpani:drums,wind_chimes:metallic_percussion,chimes:metallic_percussion,cymbals:metallic_percussion,electric_piano,pizz_strings:plucked_strings,glockenspiel:metallic_percussion,,,,,,,,,,,,,,,,,
101,link,Ace Combat 5: The Unsung War,"""Ice Cage""",Ace Combat,2004,PlayStation 2:Sony,Namco,12,5,aeolian:minorish,arpeggiated,high reverb,military,hi-hat:metallic_percussion,harp:plucked_strings,strings,timpani:drums,drumset:drums,glockenspiel:metallic_percussion,distorted_drums:drums,,,,,,,,,,,,,,,,,,,,,,,
102,link,Pokémon Mystery Dungeon: Gates to Infinity,"""Great Glacier""",Pokémon,2012,Nintendo 3DS:Nintendo,Chunsoft,12,4,major:majorish,--,high reverb,military,chimes:metallic_percussion,strings,flute:woodwinds,rapid_notes,pennywhistle:woodwinds,glockenspiel:metallic_percussion,orchestra,,,,,,,,,,,,,,,,,,,,,,,
103,link,Kirby's Epic Yarn,"""Snowy Fields""",Kirby,2010,Nintendo Wii:Nintendo,Nintendo,17,4,major:majorish,--,low reverb,Latin jazz,sleigh_bells:metallic_percussion,strings,harp:plucked_strings,flute:woodwinds,xylophone,English_horn:woodwinds,piano,tambourine:metallic_percussion,drumset:drums,chimes:metallic_percussion,orchestra,glockenspiel:metallic_percussion,,,,,,,,,,,,,,,,,,
104,,Harvest Moon 64,"""New Year’s Eve""",Story of Seasons,1999,Nintendo 64:Nintendo,Marvelous,10,4,major:majorish,arpeggiated,low reverb,,drumset:drums,flute:woodwinds,harp:plucked_strings,piano,acoustic_guitar:plucked_strings,strings,,,,,,,,,,,,,,,,,,,,,,,,
105,,Harvest Moon 64,"""Starry Night Festival""",Story of Seasons,1999,Nintendo 64:Nintendo,Marvelous,10,4,dorian:minorish,arpeggiated,low reverb,,tambourine:metallic_percussion,marimba,cowbell:metallic_percussion,flute:woodwinds,woodblock:auxiliary_percussion,strings,,,,,,,,,,,,,,,,,,,,,,,,
106,,Harvest Moon 64,"""Winter Season""",Story of Seasons,1999,Nintendo 64:Nintendo,Marvelous,12,3,minor:minorish,arpeggiated,low reverb,waltz,sleigh_bells:metallic_percussion,lament,marimba,accordion,strings,guiro:auxiliary_percussion,clarinet:woodwinds,,,,,,,,,,,,,,,,,,,,,,,
107,link,Tales of Symphonia,"""Snow Light""",Tales,2004,Nintendo GameCube:Nintendo,Namco,10,3,major:majorish,arpeggiated,high reverb,,sleigh_bells:metallic_percussion,harp:plucked_strings,piano,strings,flute:woodwinds,glockenspiel:metallic_percussion,,,,,,,,,,,,,,,,,,,,,,,,
108,,Stardew Valley,"""Nocturne of Ice""",n/a,2016,multiplatform:multiplatform,Chucklefish,11,4,major:majorish,arpeggiated,high reverb,no_drums,vibraphone:metallic_percussion,xylophone,other_vocals:vocals,strings,,analog_synth:synth,clarinet:woodwinds,,,,,,,,,,,,,,,,,,,,,,,
109,,Stardew Valley,"""The Wind Can Be Still""",n/a,2016,multiplatform:multiplatform,Chucklefish,9,4,major:majorish,arpeggiated,high reverb,no_drums,treble_vocals:vocals,other_vocals:vocals,analog_synth:synth,aeolian,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,Stardew Valley,"""Ancient""",n/a,2016,multiplatform:multiplatform,Chucklefish,12,2,major:majorish,arpeggiated,high reverb,no_drums,marimba,piano,synth_bass:bass,sitar:plucked_strings,drumset:drums,tambourine:metallic_percussion,rock,,,,,,,,,,,,,,,,,,,,,,,
111,link,Stardew Valley,"""Winter Festival""",n/a,2016,multiplatform:multiplatform,Chucklefish,14,2,major:majorish,arpeggiated,high reverb,no_drums,sleigh_bells:metallic_percussion,pizz_strings:plucked_strings,strings,harp:plucked_strings,flute:woodwinds,chimes:metallic_percussion,horn:brass,Christmas,tuba:brass,,,,,,,,,,,,,,,,,,,,,
112,,Stardew Valley,"""Icicles""",n/a,2016,multiplatform:multiplatform,Chucklefish,9,4,major:majorish,arpeggiated,high reverb,rock,chiptune,drumset:drums,synth_bass:bass,synth_lead:synth,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,Stardew Valley,"""Cloth""",n/a,2016,multiplatform:multiplatform,Chucklefish,8,4,major:majorish,--,high reverb,no_drums,piano,analog_synth:synth,flute:woodwinds,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,Stardew Valley,"""Visitor to the Unknown""",n/a,2016,multiplatform:multiplatform,Chucklefish,13,4,dorian:minorish,arpeggiated,high reverb,rock,electric_bass:bass,treble_vocals:vocals,gliss,electric_guitar,pan_flute:woodwinds,drumset:drums,analog_synth:synth,glockenspiel:metallic_percussion,,,,,,,,,,,,,,,,,,,,,,
115,link,Legend of Zelda: Ocarina of Time,"""Ice Cavern""",Zelda,1998,Nintendo 64:Nintendo,Nintendo,8,4,no tonality,--,high reverb,no_drums,crotales:metallic_percussion,wind_effect,flute:woodwinds,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,link,Legend of Zelda: Twilight Princess,"""Snowpeak Ruins""",Zelda,2006,Nintendo GameCube:Nintendo,Nintendo,9,4,no tonality,arpeggiated,high reverb,no_drums,treble_vocals:vocals,glockenspiel:metallic_percussion,pizz_strings:plucked_strings,flute:woodwinds,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,Harvest Moon: A Wonderful Life,"""Quiet Winter""",Story of Seasons,2003,Nintendo GameCube:Nintendo,Marvelous,11,3,major:majorish,arpeggiated,low reverb,,harp:plucked_strings,pizz_strings:plucked_strings,acoustic_guitar:plucked_strings,tambourine:metallic_percussion,electric_piano,shaker:auxiliary_percussion,hand_drums:drums,,,,,,,,,,,,,,,,,,,,,,,
118,,Harvest Moon DS,"""Winter""",Story of Seasons,2005,Nintendo DS:Nintendo,Marvelous,12,4,lydian:majorish,--,high reverb,no_drums,piano,tambourine:metallic_percussion,sleigh_bells:metallic_percussion,flute:woodwinds,wind_chimes:metallic_percussion,pizz_strings:plucked_strings,oboe:woodwinds,,,,,,,,,,,,,,,,,,,,,,,
119,,Harvest Moon: Back to Nature,"""Winter""",Story of Seasons,1999,PlayStation:Sony,Marvelous,5,4,major:majorish,--,low reverb,,strings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,Harvest Moon 3D: A New Beginning,"""Winter""",Story of Seasons,2012,Nintendo 3DS:Nintendo,Marvelous,10,4,major:majorish,--,low reverb,no_drums,sleigh_bells:metallic_percussion,glockenspiel:metallic_percussion,strings,flute:woodwinds,chimes:metallic_percussion,,,,,,,,,,,,,,,,,,,,,,,,,
121,,Harvest Moon,"""Winter""",Story of Seasons,1996,SNES:Nintendo,Marvelous,7,3,minor:minorish,--,high reverb,,accordion,horn:brass,strings,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,Harvest Moon: Magical Melody,"""Winter""",Story of Seasons,2005,Nintendo GameCube:Nintendo,Marvelous,12,4,major:majorish,--,high reverb,--,hand_drums:drums,crotales:metallic_percussion,strings,tambourine:metallic_percussion,harp:plucked_strings,clarinet:woodwinds,triangle:metallic_percussion,,,,,,,,,,,,,,,,,,,,,,,
123,,Harvest Moon: Save the Homeland,"""Winter (Farm)""",Story of Seasons,2001,PlayStation 2:Sony,Marvelous,8,3,major:majorish,arpeggiated,high reverb,no_drums,crotales:metallic_percussion,flute:woodwinds,pizz_strings:plucked_strings,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,Harvest Moon: Save the Homeland,"""Winter (Town)""",Story of Seasons,2001,PlayStation 2:Sony,Marvelous,13,4,major:majorish,--,high reverb,rock,pan_flute:woodwinds,tambourine:metallic_percussion,drumset:drums,pizz_strings:plucked_strings,strings,harp:plucked_strings,trumpet:brass,horn:brass,,,,,,,,,,,,,,,,,,,,,,
125,,Harvest Moon: Tree of Tranquility,"""Winter""",Story of Seasons,2007,Nintendo Wii:Nintendo,Marvelous,13,6,major:majorish,arpeggiated,high reverb,--,piano,sine_wave:synth,strings,drumset:drums,wind_chimes:metallic_percussion,toy_piano:metallic_percussion,synth_bass:bass,other_vocals:vocals,,,,,,,,,,,,,,,,,,,,,,
126,,Harvest Moon: Animal Parade,"""Winter (Day)""",Story of Seasons,2008,Nintendo Wii:Nintendo,Marvelous,13,4,major:majorish,arpeggiated,high reverb,--,glockenflute,drumset:drums,strings,harp:plucked_strings,treble_vocals:vocals,piano,oboe:woodwinds,acoustic_bass:bass,,,,,,,,,,,,,,,,,,,,,,
127,,Harvest Moon: Animal Parade,"""Winter (Night)""",Story of Seasons,2008,Nintendo Wii:Nintendo,Marvelous,13,4,major:majorish,arpeggiated,high reverb,no_drums,cymbals:metallic_percussion,vibraphone:metallic_percussion,electric_organ,electric_piano,clarinet:woodwinds,treble_vocals:vocals,tambourine:metallic_percussion,acoustic_bass:bass,,,,,,,,,,,,,,,,,,,,,,
128,,Harvest Moon: Hero of Leaf Valley,"""Winter""",Story of Seasons,2009,PlayStation Portable:Sony,Marvelous,13,3,major:majorish,arpeggiated,high reverb,no_drums,minor_iv,flute:woodwinds,vibraphone:metallic_percussion,acoustic_guitar:plucked_strings,clarinet:woodwinds,triangle:metallic_percussion,tambourine:metallic_percussion,glockenflute,,,,,,,,,,,,,,,,,,,,,,
129,,Harvest Moon: Friends of Mineral Town,"""Winter""",Story of Seasons,2003,Nintendo GameBoy Advance:Nintendo,Marvelous,7,4,minor:minorish,--,low reverb,no_drums,strings,lament,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,Harvest Moon DS: Island of Happiness,"""Winter""",Story of Seasons,2007,Nintendo DS:Nintendo,Marvelous,11,4,major:majorish,arpeggiated,low reverb,no_drums,sleigh_bells:metallic_percussion,pizz_strings:plucked_strings,strings,piano,electric_piano,flute:woodwinds,,,,,,,,,,,,,,,,,,,,,,,,
131,,Harvest Moon DS: Sunshine Islands,"""Winter""",Story of Seasons,2008,Nintendo DS:Nintendo,Marvelous,15,4,major:majorish,arpeggiated,low reverb,shuffle,xylophone,accordion,hand_drums:drums,electric_piano,sleigh_bells:metallic_percussion,flute:woodwinds,electric_organ,drumset:drums,acoustic_bass:bass,guiro:auxiliary_percussion,,,,,,,,,,,,,,,,,,,,
132,,Harvest Moon: The Tale of Two Towns,"""Winter""",Story of Seasons,2010,Nintendo DS:Nintendo,Marvelous,12,4,major:majorish,--,low reverb,Latin jazz,pan_flute:woodwinds,oboe:woodwinds,sleigh_bells:metallic_percussion,strings,acoustic_guitar:plucked_strings,hand_drums:drums,shaker:auxiliary_percussion,,,,,,,,,,,,,,,,,,,,,,,
133,,Harvest Moon: Lost Valley,"""Winter (Day)""",Story of Seasons,2014,Nintendo 3DS:Nintendo,Natsume,12,4,major:majorish,arpeggiated,high reverb,no_drums,flute:woodwinds,acoustic guitar:plucked_strings,wind_chimes:metallic_percussion,tambourine:metallic_percussion,synth_arp:synth,synth_lead:synth,square_wave:synth,,,,,,,,,,,,,,,,,,,,,,,
134,,Harvest Moon: Lost Valley,"""Winter (Night)""",Story of Seasons,2014,Nintendo 3DS:Nintendo,Natsume,7,4,major:majorish,arpeggiated,high reverb,no_drums,flute:woodwinds,acoustic guitar:plucked_strings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,Rune Factory: A Fantasy Harvest Moon,"""Winter""",Rune Factory,2006,Nintendo DS:Nintendo,Neverland,13,12,major:majorish,arpeggiated,high reverb,no_drums,harp:plucked_strings,glockenspiel:metallic_percussion,treble_vocals:vocals,other_vocals:vocals,strings,acoustic_guitar:plucked_strings,triangle:metallic_percussion,4,,,,,,,,,,,,,,,,,,,,,,
136,,Rune Factory 2,"""Winter""",Rune Factory,2008,Nintendo DS:Nintendo,Neverland,9,6,major:majorish,arpeggiated,high reverb,,acoustic_guitar:plucked_strings,crotales:metallic_percussion,electric_bass:bass,woodblock:auxiliary_percussion,organ,,,,,,,,,,,,,,,,,,,,,,,,,
137,,Xenoblade Chronicles,"""Snowy Mt. Valac (Night)""",Xenoblade Chronicles,2010,Nintendo Wii:Nintendo,Monolith Soft,16,6,minor:minorish,arpeggiated,high reverb,no_drums,acoustic_guitar:plucked_strings,oboe:woodwinds,flute:woodwinds,no_bass,mandolin:plucked_strings,strings,harpsichord:plucked_strings,glockenspiel:metallic_percussion,celesta:metallic_percussion,crotales:metallic_percussion,piano,,,,,,,,,,,,,,,,,,,
138,,Sonic Unleashed,"""Cool Edge (Night)""",Sonic,2008,multiplatform:multiplatform,Sonic Team,16,4,phrygian:minorish,--,high reverb,EDM,crotales:metallic_percussion,treble_vocals:vocals,kalimba:metallic_percussion,synth_bass:bass,synth_brass:synth,drumset:drums,strings,piano,lament,accordion,gliss,,,,,,,,,,,,,,,,,,,
139,,Super Mario Galaxy,"""Freezeflame Galaxy (Ice)""",Mario,2007,Nintendo Wii:Nintendo,Nintendo,10,12,no tonality,arpeggiated,high reverb,no_drums,harp:plucked_strings,electric_piano,flute:woodwinds,synth_arp:synth,treble_vocals:vocals,,,,,,,,,,,,,,,,,,,,,,,,,
140,link,Secret of Mana,"""A Wish…""",Mana,1993,SNES:Nintendo,Square Enix,6,3,aeolian:minorish,arpeggiated,high reverb,no_drums,flute:woodwinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,link,Yooka-Laylee,"""Glitterglaze Glacier""",n/a,2017,multiplatform:multiplatform,Playtonic Games,13,4,major:majorish,arpeggiated,high reverb,no_drums,pizz_strings:plucked_strings,glockenspiel:metallic_percussion,flute:woodwinds,horn:brass,chromatic_mediants,minor_iv,clarinet:woodwinds,harp:plucked_strings,,,,,,,,,,,,,,,,,,,,,,
142,link,Elder Scrolls II: Daggerfall,"""Treading Winter""",Elder Scrolls,1996,computer:computer,Bethesda,13,7,aeolian:minorish,arpeggiated,high reverb,no_drums,tambourine:metallic_percussion,other_vocals:vocals,wind_chimes:metallic_percussion,harp:plucked_strings,horn:brass,strings,flute:woodwinds,chromatic_mediants,,,,,,,,,,,,,,,,,,,,,,
143,link,Persona 4,"""Snowflakes""",Persona,2012,PlayStation Vita:Sony,Atlus,9,4,major:majorish,--,high reverb,rock,treble_vocals:vocals,strings,piano,electric_bass:bass,,,,,,,,,,,,,,,,,,,,,,,,,,
144,link,World of Warcraft: Wrath of the Lich King,"""Ice Fortress""",Warcraft,2008,computer:computer,Blizzard,14,6,major:majorish,arpeggiated,high reverb,no_drums,horn:brass,other_vocals:vocals,flute:woodwinds,strings,piano,harp:plucked_strings,oboe:woodwinds,bassoon:woodwinds,orchestra,,,,,,,,,,,,,,,,,,,,,
145,link,Runescape 3,"""Snowdrops""",n/a,2013,computer:computer,Jagex,13,4,aeolian:minorish,arpeggiated,high reverb,no_drums,orchestra,strings,horn:brass,cymbals:metallic_percussion,piano,recorder:woodwinds,oboe:woodwinds,clarinet:woodwinds,,,,,,,,,,,,,,,,,,,,,,
146,link,The Legend of Xanadu,"""The Ice Cave""",Dragon Slayer,1994,TurboGrafx-16:other,Falcom,6,3,minor:minorish,arpeggiated,high reverb,--,chiptune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,link,Mega Man,"""Iceman Stage""",Mega Man,1987,Nintendo Entertainment System:Nintendo,Capcom,6,4,mixolydian:majorish,--,high reverb,rock,chiptune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,link,Persona 4,"""Christmas Eve""",Persona,2012,PlayStation Vita:Sony,Atlus,11,4,major:majorish,arpeggiated,low reverb,rock,synth_lead:synth,drumset:drums,piano,electric_guitar,electric_bass:bass,Christmas,,,,,,,,,,,,,,,,,,,,,,,,
149,link,Persona 5,"""Christmas Eve [out]""",Persona,2016,PlayStation 4:Sony,Atlus,9,4,major:majorish,--,high reverb,rock,electric_organ,drumset:drums,electric_bass:bass,Christmas,,,,,,,,,,,,,,,,,,,,,,,,,,
150,link,Persona 5,"""Christmas Eve [in]""",Persona,2016,PlayStation 4:Sony,Atlus,9,4,major:majorish,--,high reverb,rock,electric_organ,drumset:drums,electric_bass:bass,Christmas,,,,,,,,,,,,,,,,,,,,,,,,,,
151,link,Final Fantasy XIV,"""Starlight Celebration""",Final Fantasy,,,,14,3,major:majorish,arpeggiated,high reverb,no_drums,treble_vocals:vocals,other_vocals:vocals,piano,strings,crotales:metallic_percussion,celesta:metallic_percussion,chimes:metallic_percussion,minor_iv,Christmas,,,,,,,,,,,,,,,,,,,,,
152,link,Kingdom Hearts II Final Mix,"""Christmas Town""",Kingdom Hearts,2007,PlayStation 2:Sony,Square Enix,17,4,major:majorish,,high reverb,light_drums,marimba,chimes:metallic_percussion,glockenspiel:metallic_percussion,orchestra,wind_chimes:metallic_percussion,sleigh_bells:metallic_percussion,flute:woodwinds,pizz_strings:plucked_strings,oboe:woodwinds,horn:brass,other_vocals:vocals,harp:plucked_strings,Christmas,,,,,,,,,,,,,,,,,
153,link,Donkey Kong Country 3: Dixie Kong’s Double Trouble!,"""Christmas Bonus Level""",Donkey Kong,1996,SNES:Nintendo,Rare,12,12,major:majorish,--,high reverb,no_drums,boogie-woogie,saxophone:woodwinds,chimes:metallic_percussion,electric_piano,electric_bass:bass,sleigh_bells:metallic_percussion,Christmas,,,,,,,,,,,,,,,,,,,,,,,
154,link,Overcooked! The Festive Seasoning,"""Menu Music""",Overcooked,2016,multiplatform:multiplatform,Team17,16,3,major:majorish,arpeggiated,high reverb,no_drums,treble_vocals:vocals,other_vocals:vocals,Christmas,flute:woodwinds,horn:brass,celesta:metallic_percussion,harp:plucked_strings,glockenspiel:metallic_percussion,strings,cymbals:metallic_percussion,trumpet:brass,,,,,,,,,,,,,,,,,,,
155,link,Overcooked! 2,"""Kevin’s Christmas Cracker Map""",Overcooked,2018,multiplatform:multiplatform,Team17,15,6,major:majorish,--,high reverb,rock,acoustic_guitar:plucked_strings,piano,brass:brass,clarinet:woodwinds,glockenspiel:metallic_percussion,chimes:metallic_percussion,pizz_strings:plucked_strings,orchestra,sleigh_bells:metallic_percussion,Christmas,,,,,,,,,,,,,,,,,,,,
156,link,Overcooked! 2,"""Kevin’s Christmas Cracker Level""",Overcooked,2018,multiplatform:multiplatform,Team17,13,4,major:majorish,arpeggiated,high reverb,train,orchestra,chimes:metallic_percussion,clarinet:woodwinds,glockenspiel:metallic_percussion,xylophone,strings,brass:brass,Christmas,,,,,,,,,,,,,,,,,,,,,,
157,link,Overcooked! The Festive Seasoning,"""Level""",Overcooked,2016,multiplatform:multiplatform,Team17,8,4,minor:minorish,arpeggiated,high reverb,no_drums,strings,glockenspiel:metallic_percussion,,Christmas,,,,,,,,,,,,,,,,,,,,,,,,,,
158,link,Overcooked! The Festive Seasoning,"""Onion Wildfire""",Overcooked,2016,multiplatform:multiplatform,Team17,14,4,minor:minorish,arpeggiated,high reverb,no_drums,wind_effect,treble_vocals:vocals,harp:plucked_strings,strings,celesta:metallic_percussion,flute:woodwinds,horn:brass,orchestra,Christmas,,,,,,,,,,,,,,,,,,,,,
159,link,Pikmin 3,"""Fortress of Festivity!""",Pikmin,2013,Nintendo Wii U:Nintendo,Nintendo,12,4,mixolydian:majorish,,high reverb,rock,drumset:drums,synth_lead:synth,harpsichord:plucked_strings,crotales:metallic_percussion,glockenspiel:metallic_percussion,celesta:metallic_percussion,other_vocals:vocals,Christmas,,,,,,,,,,,,,,,,,,,,,,
160,link,Super Mario Odyssey,"""Shiveria (Town)""",Mario,2017,Nintendo Switch:Nintendo,Nintendo,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,link,Undertale,"""Snowdin Town""",,2015,multiplatform:multiplatform,Toby Fox,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
